Epoch,Precision_class_0,Recall_class_0,F1_class_0,AUC_class_0,Precision_class_1,Recall_class_1,F1_class_1,AUC_class_1,Precision_class_2,Recall_class_2,F1_class_2,AUC_class_2,Overall_Accuracy,Overall_Precision,Overall_Recall,Overall_F1,Overall_AUC
11,0.9949914627205464,0.9881302283517974,0.9915489762350405,0.9719,0.5755102040816327,0.7704918032786885,0.6588785046728972,0.9768,0.8571428571428571,0.75,0.7999999999999999,0.9887,0.9835,0.8092,0.8362,0.8168,0.9791
12,0.9934277620396601,0.9910694099027809,0.9922471846528211,0.9756,0.6195121951219512,0.6939890710382514,0.654639175257732,0.9778,0.8571428571428571,0.75,0.7999999999999999,0.9951,0.9848,0.8234,0.8117,0.8156,0.9828
13,0.9925566708018495,0.9949129550079132,0.9937334161350421,0.978,0.7300613496932515,0.6502732240437158,0.6878612716763006,0.9796,0.8571428571428571,0.75,0.7999999999999999,0.9901,0.9877,0.8599,0.7984,0.8272,0.9826
14,0.9962134251290877,0.9814605471399502,0.9887819600250556,0.9836,0.4840764331210191,0.8306010928961749,0.6116700201207245,0.9838,0.75,0.75,0.75,0.9946,0.9782,0.7434,0.854,0.7835,0.9873
15,0.9886885429499384,0.9979651820031653,0.9933052039381152,0.9774,0.8316831683168316,0.45901639344262296,0.5915492957746479,0.9777,0.8571428571428571,0.75,0.7999999999999999,0.9985,0.9868,0.8925,0.7357,0.795,0.9846
16,0.996091055415038,0.9794257291431155,0.9876880984952121,0.976,0.45481927710843373,0.825136612021858,0.5864077669902912,0.9766,0.8571428571428571,0.75,0.7999999999999999,0.9848,0.9761,0.7694,0.8515,0.7914,0.9791
17,0.9942052039540962,0.9891476373502148,0.9916699722332408,0.9781,0.5859030837004405,0.726775956284153,0.6487804878048781,0.9777,0.7777777777777778,0.875,0.823529411764706,0.9927,0.9837,0.786,0.8636,0.8213,0.9829
18,0.9924413357400722,0.9944607732308388,0.993450028232637,0.9791,0.7108433734939759,0.644808743169399,0.6762177650429799,0.979,0.8571428571428571,0.75,0.7999999999999999,0.99,0.9872,0.8535,0.7964,0.8232,0.9827
19,0.9935374149659864,0.9906172281257065,0.9920751726480244,0.9772,0.6095238095238096,0.6994535519125683,0.6513994910941477,0.9764,0.8571428571428571,0.75,0.7999999999999999,0.9904,0.9845,0.8201,0.8134,0.8145,0.9814
20,0.9939813763343175,0.9894867736830206,0.9917289825515523,0.9751,0.5892857142857143,0.7213114754098361,0.6486486486486487,0.9751,0.8571428571428571,0.75,0.7999999999999999,0.9947,0.9838,0.8135,0.8203,0.8135,0.9816
21,0.9926620004515692,0.9940085914537644,0.9933348395842747,0.9693,0.6976744186046512,0.6557377049180327,0.676056338028169,0.9689,0.8571428571428571,0.75,0.7999999999999999,0.9885,0.9869,0.8492,0.7999,0.8231,0.9756
22,0.995,0.9898259100158263,0.992406211039329,0.9745,0.6130434782608696,0.7704918032786885,0.6828087167070218,0.9757,0.8571428571428571,0.75,0.7999999999999999,0.9472,0.9852,0.8217,0.8368,0.8251,0.9658
23,0.9937648792653894,0.9909563644585123,0.9923586347427407,0.9778,0.6220095693779905,0.7103825136612022,0.663265306122449,0.9786,0.8571428571428571,0.75,0.7999999999999999,0.979,0.9851,0.8243,0.8171,0.8185,0.9785
24,0.9926545372358458,0.992991182455347,0.9928228313082793,0.9726,0.6629834254143646,0.6557377049180327,0.6593406593406593,0.9704,0.8571428571428571,0.75,0.7999999999999999,0.9948,0.9859,0.8376,0.7996,0.8174,0.9793
25,0.995332422586521,0.9883563192403346,0.9918321043675554,0.9783,0.5836734693877551,0.7814207650273224,0.6682242990654205,0.9767,0.875,0.875,0.875,0.993,0.9841,0.818,0.8816,0.845,0.9826
26,0.9938789390160961,0.9911824553470495,0.9925288657459814,0.9796,0.6298076923076923,0.7158469945355191,0.6700767263427111,0.9783,0.8571428571428571,0.75,0.7999999999999999,0.9885,0.9854,0.8269,0.819,0.8209,0.9821
27,0.991334683772226,0.9958173185620619,0.9935709451838484,0.9773,0.75,0.5901639344262295,0.6605504587155964,0.9707,0.8571428571428571,0.75,0.7999999999999999,0.9909,0.9874,0.8662,0.7787,0.818,0.9797
28,0.9944457039220131,0.9917476825683925,0.9930948607652254,0.9745,0.6538461538461539,0.7431693989071039,0.6956521739130435,0.9726,0.8571428571428571,0.75,0.7999999999999999,0.9897,0.9865,0.8351,0.8283,0.8296,0.9789
29,0.9933280560895623,0.992991182455347,0.9931595907060885,0.9772,0.6737967914438503,0.6885245901639344,0.6810810810810812,0.9767,0.8571428571428571,0.75,0.7999999999999999,0.9908,0.9866,0.8414,0.8105,0.8247,0.9816
30,0.9953271028037384,0.9872258647976486,0.9912599318955733,0.9658,0.5714285714285714,0.7650273224043715,0.6542056074766355,0.9797,0.3333333333333333,0.75,0.46153846153846156,0.9915,0.9825,0.6334,0.8341,0.7023,0.979
31,0.9929967242742573,0.9937825005652272,0.9933894570314706,0.9711,0.6931818181818182,0.6666666666666666,0.67966573816156,0.9663,0.875,0.875,0.875,0.9917,0.9871,0.8537,0.8451,0.8494,0.9764
32,0.9912310286677909,0.9967216821162107,0.9939687728989347,0.9761,0.7925925925925926,0.5846994535519126,0.6729559748427673,0.9628,0.8571428571428571,0.75,0.7999999999999999,0.9913,0.9882,0.8803,0.7771,0.8223,0.9767
33,0.99355640967669,0.99355640967669,0.99355640967669,0.9789,0.6956521739130435,0.6994535519125683,0.6975476839237058,0.971,0.8571428571428571,0.75,0.7999999999999999,0.9938,0.9874,0.8488,0.8143,0.8304,0.9812
34,0.9961098398169337,0.9841736378023965,0.9901057659501876,0.9759,0.5206896551724138,0.825136612021858,0.638477801268499,0.9725,0.8571428571428571,0.75,0.7999999999999999,0.988,0.9807,0.7913,0.8531,0.8095,0.9788
35,0.9940976163450624,0.9900520009043635,0.9920706841866788,0.9274,0.6093023255813953,0.7158469945355191,0.6582914572864321,0.964,0.5,0.75,0.6,0.994,0.9843,0.7011,0.8186,0.7501,0.9618
36,0.9942157196325281,0.9909563644585123,0.9925833663590558,0.9682,0.6291079812206573,0.73224043715847,0.6767676767676768,0.9666,0.8571428571428571,0.75,0.7999999999999999,0.9922,0.9855,0.8268,0.8244,0.8231,0.9756
37,0.994211123723042,0.9901650463486321,0.992183960126869,0.8939,0.6090909090909091,0.73224043715847,0.6650124069478908,0.9759,0.8571428571428571,0.75,0.7999999999999999,0.8858,0.9847,0.8201,0.8241,0.8191,0.9186
38,0.9788646674781454,1.0,0.9893194654140804,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0.9789,0.3263,0.3333,0.3298,0.0
39,0.9788646674781454,1.0,0.9893194654140804,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0.9789,0.3263,0.3333,0.3298,0.0
40,0.9788646674781454,1.0,0.9893194654140804,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0.9789,0.3263,0.3333,0.3298,0.0
41,0.9788646674781454,1.0,0.9893194654140804,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0.9789,0.3263,0.3333,0.3298,0.0
42,0.9788646674781454,1.0,0.9893194654140804,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0.9789,0.3263,0.3333,0.3298,0.0
43,0.9788646674781454,1.0,0.9893194654140804,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0.9789,0.3263,0.3333,0.3298,0.0
44,0.9788646674781454,1.0,0.9893194654140804,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0.9789,0.3263,0.3333,0.3298,0.0
45,0.9788646674781454,1.0,0.9893194654140804,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0.9789,0.3263,0.3333,0.3298,0.0
46,0.9788646674781454,1.0,0.9893194654140804,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0.9789,0.3263,0.3333,0.3298,0.0
47,0.9788646674781454,1.0,0.9893194654140804,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0.9789,0.3263,0.3333,0.3298,0.0
48,0.9788646674781454,1.0,0.9893194654140804,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0.9789,0.3263,0.3333,0.3298,0.0
49,0.9788646674781454,1.0,0.9893194654140804,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0.9789,0.3263,0.3333,0.3298,0.0
50,0.9788646674781454,1.0,0.9893194654140804,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0.9789,0.3263,0.3333,0.3298,0.0
51,0.9788646674781454,1.0,0.9893194654140804,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0.9789,0.3263,0.3333,0.3298,0.0
FINALTEST,0.9788646674781454,1.0,0.9893194654140804,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0.9789,0.3263,0.3333,0.3298,0.0
