Epoch,Precision_class_0,Recall_class_0,F1_class_0,AUC_class_0,Precision_class_1,Recall_class_1,F1_class_1,AUC_class_1,Precision_class_2,Recall_class_2,F1_class_2,AUC_class_2,Overall_Accuracy,Overall_Precision,Overall_Recall,Overall_F1,Overall_AUC
11,0.9930815470114551,0.9898259100158263,0.9914510558795222,0.9695,0.5813953488372093,0.6830601092896175,0.628140703517588,0.9815,1.0,0.625,0.7692307692307693,0.9892,0.9833,0.8582,0.766,0.7963,0.9801
12,0.9924473001916356,0.995252091340719,0.9938477168820907,0.936,0.7407407407407407,0.6557377049180327,0.6956521739130433,0.9814,1.0,0.5,0.6666666666666666,0.9568,0.9879,0.9111,0.717,0.7854,0.9581
13,0.9922192151556157,0.994686864119376,0.9934515072823755,0.934,0.7151515151515152,0.644808743169399,0.67816091954023,0.98,1.0,0.5,0.6666666666666666,0.9626,0.9872,0.9025,0.7132,0.7794,0.9589
14,0.9931135696545496,0.9944607732308388,0.9937867148666967,0.9392,0.72,0.6885245901639344,0.7039106145251396,0.9754,1.0,0.5,0.6666666666666666,0.998,0.9878,0.9044,0.7277,0.7881,0.9709
15,0.9924285229969488,0.9927650915668098,0.9925967787510596,0.9447,0.6521739130434783,0.6557377049180327,0.6539509536784741,0.9705,1.0,0.5,0.6666666666666666,0.9721,0.9855,0.8815,0.7162,0.7711,0.9624
16,0.9941992720655141,0.9881302283517974,0.9911554598026987,0.9525,0.5643153526970954,0.7431693989071039,0.6415094339622641,0.9741,1.0,0.5,0.6666666666666666,0.978,0.9827,0.8528,0.7438,0.7664,0.9682
17,0.993211901798846,0.9924259552340041,0.9928187729714447,0.9563,0.654639175257732,0.6939890710382514,0.6737400530503979,0.9776,1.0,0.5,0.6666666666666666,0.8866,0.9859,0.8826,0.7288,0.7777,0.9402
18,0.9916610322289835,0.9947999095636446,0.9932279909706546,0.9184,0.710691823899371,0.6174863387978142,0.6608187134502923,0.9813,1.0,0.5,0.6666666666666666,0.9669,0.9867,0.9008,0.7041,0.7736,0.9555
19,0.9939963751699139,0.9919737734569297,0.9929840443589453,0.9423,0.6502463054187192,0.7213114754098361,0.6839378238341969,0.9749,1.0,0.75,0.8571428571428571,0.9386,0.9863,0.8814,0.8211,0.8447,0.9519
20,0.993427017225748,0.9909563644585123,0.9921901528013582,0.9413,0.6172248803827751,0.7049180327868853,0.6581632653061225,0.9748,1.0,0.5,0.6666666666666666,0.9202,0.9847,0.8702,0.732,0.7723,0.9454
21,0.9935534946844605,0.9931042278996156,0.9933288104929895,0.9362,0.680628272251309,0.7103825136612022,0.6951871657754012,0.9815,1.0,0.5,0.6666666666666666,0.9861,0.9869,0.8914,0.7345,0.7851,0.9679
22,0.992011701170117,0.9967216821162107,0.9943611142438255,0.9147,0.7986111111111112,0.6284153005464481,0.7033639143730888,0.9824,1.0,0.625,0.7692307692307693,0.9678,0.9889,0.9302,0.75,0.8223,0.955
23,0.9928861788617886,0.9940085914537644,0.9934470681278952,0.9527,0.6988636363636364,0.6721311475409836,0.6852367688022284,0.9732,1.0,0.625,0.7692307692307693,0.9975,0.9872,0.8972,0.7637,0.816,0.9745
24,0.9921100090171325,0.9950260004521818,0.9935658652218083,0.936,0.725,0.6338797814207651,0.6763848396501458,0.9679,1.0,0.625,0.7692307692307693,0.9868,0.9874,0.9057,0.7513,0.8131,0.9636
25,0.9932157394843962,0.992991182455347,0.9931034482758619,0.9497,0.6702127659574468,0.6885245901639344,0.6792452830188679,0.9792,1.0,0.625,0.7692307692307693,0.9999,0.9865,0.8878,0.7688,0.8139,0.9763
26,0.9931081233758897,0.9936694551209586,0.9933887099508392,0.9206,0.6923076923076923,0.6885245901639344,0.6904109589041095,0.9724,1.0,0.5,0.6666666666666666,0.9807,0.9871,0.8951,0.7274,0.7835,0.9579
27,0.9927569035762789,0.9916346371241239,0.992195453003054,0.9268,0.6243654822335025,0.6721311475409836,0.6473684210526315,0.9647,1.0,0.5,0.6666666666666666,0.914,0.9847,0.8724,0.7213,0.7687,0.9352
28,0.9928861788617886,0.9940085914537644,0.9934470681278952,0.9252,0.7005649717514124,0.6775956284153005,0.6888888888888888,0.9639,1.0,0.5,0.6666666666666666,0.9315,0.9872,0.8978,0.7239,0.783,0.9402
29,0.9937789842777967,0.9932172733438842,0.9934980494148244,0.9526,0.6858638743455497,0.7158469945355191,0.7005347593582888,0.9814,1.0,0.625,0.7692307692307693,0.9776,0.9873,0.8932,0.778,0.8211,0.9705
30,0.9936651583710407,0.992991182455347,0.9933280560895623,0.9294,0.675392670157068,0.7049180327868853,0.6898395721925132,0.9665,1.0,0.75,0.8571428571428571,0.8945,0.9869,0.8897,0.816,0.8468,0.9301
31,0.9936479128856625,0.9902780917929007,0.991960140414449,0.9441,0.6064814814814815,0.7158469945355191,0.656641604010025,0.9636,0.8,0.5,0.6153846153846154,0.983,0.9843,0.8,0.7354,0.7547,0.9636
32,0.9928724968887883,0.9920868189011983,0.9924795024031666,0.9413,0.6373056994818653,0.6721311475409836,0.6542553191489361,0.9563,1.0,0.625,0.7692307692307693,0.8854,0.9853,0.8767,0.7631,0.8053,0.9277
33,0.9926578560939795,0.9934433642324214,0.9930504548279565,0.8959,0.6759776536312849,0.6612021857923497,0.6685082872928177,0.9566,1.0,0.625,0.7692307692307693,0.8916,0.9864,0.8895,0.7599,0.8103,0.9147
34,0.993110458549808,0.9940085914537644,0.9935593220338983,0.9339,0.7078651685393258,0.6885245901639344,0.6980609418282547,0.9722,0.8,0.5,0.6153846153846154,0.9084,0.9874,0.8337,0.7275,0.769,0.9382
35,0.9929895974672094,0.9927650915668098,0.9928773318258903,0.9316,0.6613756613756614,0.6830601092896175,0.6720430107526881,0.9718,1.0,0.5,0.6666666666666666,0.881,0.9861,0.8848,0.7253,0.7772,0.9282
36,0.9912329998876026,0.9969477730047479,0.9940821732514231,0.8811,0.8,0.5901639344262295,0.6792452830188679,0.9668,1.0,0.625,0.7692307692307693,0.8778,0.9884,0.9304,0.7374,0.8142,0.9086
37,0.9938761623951009,0.9907302735699751,0.9923007246376812,0.9363,0.6186046511627907,0.726775956284153,0.6683417085427136,0.9773,1.0,0.5,0.6666666666666666,0.8997,0.985,0.8708,0.7392,0.7758,0.9377
38,0.9929943502824858,0.9934433642324214,0.9932188065099458,0.936,0.6830601092896175,0.6830601092896175,0.6830601092896175,0.9722,1.0,0.5,0.6666666666666666,0.9086,0.9867,0.892,0.7255,0.781,0.9389
39,0.9944261176202935,0.988243273796066,0.9913250552815105,0.9279,0.5702479338842975,0.7540983606557377,0.6494117647058822,0.9734,1.0,0.5,0.6666666666666666,0.9666,0.9831,0.8549,0.7474,0.7691,0.956
40,0.9917876026549668,0.9966086366719421,0.9941922751621088,0.8958,0.7916666666666666,0.6229508196721312,0.6972477064220183,0.9691,1.0,0.5,0.6666666666666666,0.8999,0.9886,0.9278,0.7065,0.786,0.9216
41,0.9913492865970116,0.9975130002260909,0.994421592381811,0.8886,0.8307692307692308,0.5901639344262295,0.6900958466453674,0.964,1.0,0.75,0.8571428571428571,0.9274,0.989,0.9407,0.7792,0.8472,0.9267
42,0.9920081044574516,0.9962695003391363,0.9941342357586012,0.9176,0.7785234899328859,0.6338797814207651,0.6987951807228916,0.9658,1.0,0.5,0.6666666666666666,0.903,0.9885,0.9235,0.71,0.7865,0.9288
43,0.9950946840063883,0.9860954103549627,0.9905746082216671,0.9545,0.5375939849624061,0.7814207650273224,0.6369710467706013,0.974,1.0,0.625,0.7692307692307693,0.9659,0.9816,0.8442,0.7975,0.7989,0.9648
44,0.992108229988726,0.9947999095636446,0.9934522465567849,0.9275,0.7177914110429447,0.639344262295082,0.6763005780346821,0.9569,1.0,0.5,0.6666666666666666,0.9666,0.9872,0.9033,0.7114,0.7788,0.9503
45,0.9917690833239373,0.9943477277865702,0.9930567315834038,0.9263,0.6951219512195121,0.6229508196721312,0.6570605187319885,0.964,1.0,0.5,0.6666666666666666,0.9498,0.9864,0.8956,0.7058,0.7723,0.9467
46,0.9916638503999099,0.9951390458964504,0.9933984088472606,0.9142,0.7243589743589743,0.6174863387978142,0.6666666666666666,0.9624,1.0,0.5,0.6666666666666666,0.9496,0.9871,0.9053,0.7042,0.7756,0.942
47,0.9925642181162686,0.9959303640063305,0.9942444419365759,0.8837,0.7692307692307693,0.6557377049180327,0.7079646017699115,0.9606,1.0,0.625,0.7692307692307693,0.9504,0.9887,0.9206,0.7589,0.8238,0.9316
48,0.9915682967959528,0.9970608184490165,0.9943069725494618,0.8915,0.8115942028985508,0.6120218579234973,0.6978193146417445,0.9505,1.0,0.5,0.6666666666666666,0.9524,0.9888,0.9344,0.703,0.7863,0.9315
49,0.9926719278466741,0.9953651367849876,0.9940167080605103,0.9062,0.7530864197530864,0.6666666666666666,0.7072463768115941,0.9663,0.8,0.5,0.6153846153846154,0.9854,0.9883,0.8486,0.7207,0.7722,0.9526
50,0.9910092155540571,0.9968347275604793,0.9939134355275022,0.8987,0.7925925925925926,0.5846994535519126,0.6729559748427673,0.9576,1.0,0.5,0.6666666666666666,0.9559,0.988,0.9279,0.6938,0.7778,0.9374
51,0.9921162293051019,0.9958173185620619,0.9939633286318759,0.915,0.7597402597402597,0.639344262295082,0.6943620178041543,0.9714,1.0,0.5,0.6666666666666666,0.9847,0.9882,0.9173,0.7117,0.785,0.957
52,0.9904569439766476,0.9972869093375537,0.9938601926434969,0.8821,0.8095238095238095,0.5573770491803278,0.6601941747572815,0.9589,1.0,0.5,0.6666666666666666,0.9645,0.9879,0.9333,0.6849,0.7736,0.9352
53,0.9911216003596314,0.9969477730047479,0.9940261496844004,0.8973,0.8,0.5901639344262295,0.6792452830188679,0.9618,1.0,0.5,0.6666666666666666,0.9605,0.9883,0.9304,0.6957,0.78,0.9398
54,0.9910041605757337,0.9962695003391363,0.9936298551214837,0.9063,0.7642857142857142,0.5846994535519126,0.6625386996904025,0.9553,1.0,0.5,0.6666666666666666,0.9787,0.9875,0.9184,0.6937,0.7743,0.9468
55,0.991672293495386,0.9961564548948677,0.9939093164899616,0.8838,0.7687074829931972,0.6174863387978142,0.6848484848484848,0.9655,1.0,0.5,0.6666666666666666,0.9813,0.988,0.9201,0.7045,0.7818,0.9435
56,0.9922349763673194,0.9967216821162107,0.9944732686668171,0.9077,0.8027210884353742,0.644808743169399,0.7151515151515152,0.9725,1.0,0.5,0.6666666666666666,0.9749,0.9892,0.9317,0.7138,0.7921,0.9517
57,0.9922192151556157,0.994686864119376,0.9934515072823755,0.9188,0.7195121951219512,0.644808743169399,0.6801152737752162,0.9762,0.8,0.5,0.6153846153846154,0.988,0.9872,0.8372,0.7132,0.763,0.961
58,0.9914558740865654,0.9969477730047479,0.9941942393326194,0.9023,0.8088235294117647,0.6010928961748634,0.6896551724137931,0.9716,0.8333333333333334,0.625,0.7142857142857143,0.9882,0.9886,0.8779,0.741,0.7994,0.954
59,0.9911206024502641,0.9968347275604793,0.9939694527419263,0.8968,0.7969924812030075,0.5792349726775956,0.6708860759493671,0.9681,0.8571428571428571,0.75,0.7999999999999999,0.992,0.9882,0.8818,0.7754,0.8216,0.9523
60,0.9903490068454719,0.9976260456703595,0.993974207354846,0.9137,0.8347107438016529,0.5519125683060109,0.6644736842105262,0.9684,0.8,0.5,0.6153846153846154,0.9787,0.9882,0.875,0.6832,0.7579,0.9536
61,0.9909060289659818,0.9977390911146281,0.9943108207063596,0.8767,0.8412698412698413,0.5792349726775956,0.6860841423948221,0.9613,1.0,0.5,0.6666666666666666,0.9783,0.9888,0.9441,0.6923,0.7824,0.9388
FINALTEST,0.9893402154398564,0.9967216821162107,0.9930172316702331,0.8697,0.7583333333333333,0.4972677595628415,0.6006600660066007,0.9676,0.8,0.5,0.6153846153846154,0.9411,0.9862,0.8492,0.6647,0.7364,0.9262
