Epoch,Precision_class_0,Recall_class_0,F1_class_0,AUC_class_0,Precision_class_1,Recall_class_1,F1_class_1,AUC_class_1,Precision_class_2,Recall_class_2,F1_class_2,AUC_class_2,Overall_Accuracy,Overall_Precision,Overall_Recall,Overall_F1,Overall_AUC
0,0.9967274427302478,0.9640515487225865,0.9801172279048385,0.9737,0.33122362869198313,0.8579234972677595,0.4779299847792998,0.9741,0.8571428571428571,0.75,0.7999999999999999,0.9804,0.9617,0.7284,0.8573,0.7527,0.9761
1,0.9961641287922818,0.9687994573818675,0.9822912487821651,0.9745,0.35664335664335667,0.8360655737704918,0.5,0.9807,1.0,0.625,0.7692307692307693,0.9581,0.9658,0.7843,0.81,0.7505,0.9711
2,0.9942209631728045,0.9918607280126611,0.9930394431554523,0.972,0.6553398058252428,0.7377049180327869,0.6940874035989718,0.9726,0.8333333333333334,0.625,0.7142857142857143,0.9832,0.9864,0.8276,0.7849,0.8005,0.9759
3,0.991442405134557,0.9953651367849876,0.9933998984599763,0.9684,0.7315436241610739,0.5956284153005464,0.6566265060240964,0.9747,0.8571428571428571,0.75,0.7999999999999999,0.9371,0.9871,0.86,0.7803,0.8167,0.96
4,0.9894725053197446,0.9987565001130454,0.9940928270042194,0.9336,0.900990099009901,0.4972677595628415,0.6408450704225352,0.9392,0.8571428571428571,0.75,0.7999999999999999,0.8086,0.9884,0.9159,0.7487,0.8116,0.8938
5,0.9944127708095781,0.9858693194664255,0.9901226158038148,0.9637,0.5230769230769231,0.7431693989071039,0.6139954853273139,0.9628,0.8571428571428571,0.75,0.7999999999999999,0.9681,0.9807,0.7915,0.8263,0.8014,0.9649
6,0.9928917973598105,0.9947999095636446,0.993844937602349,0.9694,0.7261904761904762,0.6666666666666666,0.6951566951566951,0.9743,1.0,0.75,0.8571428571428571,0.8784,0.9879,0.9064,0.8038,0.8487,0.9407
7,0.9925423728813559,0.992991182455347,0.9927667269439421,0.9489,0.6574585635359116,0.6502732240437158,0.6538461538461539,0.9539,1.0,0.75,0.8571428571428571,0.891,0.9858,0.8833,0.7978,0.8346,0.9313
8,0.9925549915397631,0.994686864119376,0.9936197843148326,0.971,0.7212121212121212,0.6502732240437158,0.6839080459770114,0.9728,0.8571428571428571,0.75,0.7999999999999999,0.9753,0.9875,0.857,0.7983,0.8258,0.9731
9,0.9914356547216587,0.9945738186751074,0.9930022573363431,0.9719,0.6987179487179487,0.5956284153005464,0.6430678466076696,0.9778,0.8571428571428571,0.75,0.7999999999999999,0.8821,0.9863,0.8491,0.7801,0.812,0.9439
10,0.9925575101488497,0.9950260004521818,0.9937902224229423,0.9674,0.7361963190184049,0.6557377049180327,0.6936416184971097,0.9708,0.8333333333333334,0.625,0.7142857142857143,0.9391,0.9878,0.854,0.7586,0.8006,0.9591
11,0.9907947911989223,0.9977390911146281,0.994254815816154,0.9684,0.8387096774193549,0.5683060109289617,0.6775244299674268,0.9725,1.0,0.625,0.7692307692307693,0.9817,0.9887,0.9432,0.7303,0.8137,0.9742
12,0.9913170951736581,0.9937825005652272,0.9925482669075307,0.9593,0.6687116564417178,0.5956284153005464,0.630057803468208,0.9738,0.8333333333333334,0.625,0.7142857142857143,0.8577,0.9854,0.8311,0.7381,0.779,0.9303
13,0.9930909502774946,0.9911824553470495,0.9921357850070721,0.9575,0.6188118811881188,0.6830601092896175,0.6493506493506493,0.962,0.8333333333333334,0.625,0.7142857142857143,0.8533,0.9846,0.8151,0.7664,0.7853,0.9243
